Tipo;Diámetro;Longitud de barra (m);Cantidad;Peso de acero;Peso total (kg)
Losa Maciza;3/8";7.37;1;0.56 kg/m;4.125334
Losa Maciza;3/8";7.37;1;0.56 kg/m;4.12655
Losa Maciza;3/8";7.37;1;0.56 kg/m;4.127767
Losa Maciza;3/8";7.37;1;0.56 kg/m;4.128984
Losa Maciza;3/8";7.38;1;0.56 kg/m;4.1302
Losa Maciza;3/8";8.59;1;0.56 kg/m;4.812586
Losa Maciza;3/8";8.60;1;0.56 kg/m;4.817085
Losa Maciza;3/8";8.58;1;0.56 kg/m;4.806435
Losa Maciza;3/8";8.62;1;0.56 kg/m;4.827091
Losa Maciza;3/8";8.61;1;0.56 kg/m;4.823077
Losa Maciza;3/8";8.61;1;0.56 kg/m;4.822012
Losa Maciza;3/8";8.63;1;0.56 kg/m;4.830636
Losa Maciza;3/8";8.66;1;0.56 kg/m;4.849384
Losa Maciza;3/8";8.62;1;0.56 kg/m;4.826631
Losa Maciza;3/8";8.59;1;0.56 kg/m;4.811514
Losa Maciza;3/8";8.58;1;0.56 kg/m;4.806493
Losa Maciza;3/8";8.59;1;0.56 kg/m;4.809752
Losa Maciza;3/8";8.59;1;0.56 kg/m;4.812811
Losa Maciza;3/8";8.61;1;0.56 kg/m;4.820126
Losa Maciza;3/8";8.62;1;0.56 kg/m;4.825398
Losa Maciza;3/8";8.62;1;0.56 kg/m;4.829395
Losa Maciza;3/8";8.63;1;0.56 kg/m;4.831014
Losa Maciza;3/8";8.65;1;0.56 kg/m;4.841346
Losa Maciza;3/8";9.00;7;0.56 kg/m;35.278727
Losa Maciza;3/8";9.00;7;0.56 kg/m;35.278961
Losa Maciza;3/8";2.63;27;0.56 kg/m;39.771127
Losa Maciza;3/8";1.81;27;0.56 kg/m;27.330412
Losa Maciza;3/8";9.00;7;0.56 kg/m;35.278727
Losa Maciza;3/8";9.00;7;0.56 kg/m;35.278961
Losa Maciza;3/8";7.62;7;0.56 kg/m;29.861939
Losa Maciza;3/8";7.61;7;0.56 kg/m;29.842433
Losa Maciza;3/8";2.63;27;0.56 kg/m;39.771127
Losa Maciza;3/8";1.81;27;0.56 kg/m;27.330412
Losa Maciza;3/8";2.63;27;0.56 kg/m;39.771127
Losa Maciza;3/8";1.80;27;0.56 kg/m;27.163283
Losa Maciza;3/8";2.63;27;0.56 kg/m;39.771127
Losa Maciza;3/8";1.81;27;0.56 kg/m;27.330412
Losa Maciza;3/8";7.72;15;0.56 kg/m;64.833706
Losa Maciza;3/8";7.74;15;0.56 kg/m;65.041591
Losa Maciza;3/8";4.65;9;0.56 kg/m;23.445945
Losa Maciza;3/8";4.67;9;0.56 kg/m;23.544669
Losa Maciza;3/8";2.23;9;0.56 kg/m;11.252883
Losa Maciza;3/8";2.23;9;0.56 kg/m;11.229948
Losa Maciza;3/8";2.49;9;0.56 kg/m;12.547566
Losa Maciza;3/8";5.13;12;0.56 kg/m;34.450238
Losa Maciza;3/8";6.52;4;0.56 kg/m;14.601574
Losa Maciza;3/8";5.12;8;0.56 kg/m;22.923136
Losa Maciza;3/8";3.47;8;0.56 kg/m;15.553076
Losa Maciza;3/8";5.04;8;0.56 kg/m;22.586662
Losa Maciza;3/8";3.29;7;0.56 kg/m;12.901907
Losa Maciza;3/8";4.68;7;0.56 kg/m;18.364142
Losa Maciza;3/8";7.73;9;0.56 kg/m;38.958842
Losa Maciza;3/8";7.73;9;0.56 kg/m;38.975756
Losa Maciza;3/8";8.87;15;0.56 kg/m;74.534244
Losa Maciza;3/8";1.34;15;0.56 kg/m;11.257835
Losa Maciza;3/8";7.73;10;0.56 kg/m;43.277704
Losa Maciza;3/8";7.73;10;0.56 kg/m;43.30639
Losa Maciza;3/8";5.67;1;0.56 kg/m;3.173311
Losa Maciza;3/8";5.66;1;0.56 kg/m;3.170518
Losa Maciza;3/8";3.43;10;0.56 kg/m;19.206625
Losa Maciza;3/8";3.43;10;0.56 kg/m;19.204184
Losa Maciza;3/8";7.23;14;0.56 kg/m;56.695323
Losa Maciza;3/8";7.23;14;0.56 kg/m;56.672769
Losa Maciza;3/8";7.19;8;0.56 kg/m;32.214721
Losa Maciza;3/8";7.20;8;0.56 kg/m;32.257993
Losa Maciza;3/8";7.19;11;0.56 kg/m;44.285095
Losa Maciza;3/8";7.20;11;0.56 kg/m;44.35474
Losa Maciza;3/8";5.24;1;0.56 kg/m;2.933279
Losa Maciza;3/8";5.24;1;0.56 kg/m;2.934377
Losa Maciza;3/8";1.34;15;0.56 kg/m;11.257835
Losa Maciza;3/8";8.87;15;0.56 kg/m;74.534244
Losa Maciza;3/8";7.72;15;0.56 kg/m;64.833706
Losa Maciza;3/8";7.74;15;0.56 kg/m;65.041591
Losa Maciza;3/8";4.65;9;0.56 kg/m;23.445945
Losa Maciza;3/8";4.67;9;0.56 kg/m;23.544669
Losa Maciza;3/8";5.13;12;0.56 kg/m;34.450238
Losa Maciza;3/8";5.11;4;0.56 kg/m;11.454213
Losa Maciza;3/8";5.12;8;0.56 kg/m;22.923136
Losa Maciza;3/8";3.66;8;0.56 kg/m;16.390103
Losa Maciza;3/8";3.57;8;0.56 kg/m;16.013989
Losa Maciza;3/8";3.29;7;0.56 kg/m;12.901907
Losa Maciza;3/8";3.15;7;0.56 kg/m;12.362575
Losa Maciza;3/8";3.66;8;0.56 kg/m;16.390103
Losa Maciza;3/8";3.57;8;0.56 kg/m;16.013989
