Elemento;Tipo;Diámetro;Cantidad;Longitud de barra (m);Peso de acero;Peso total (kg)
Columna;C-2;"7.1""";3;2.94;3.40 kg/m;29.942975
Columna;C-2;"7.1""";3;5.95;3.40 kg/m;60.676414
Columna;C-2;"7.1""";3;8.87;3.40 kg/m;90.415649
Columna;C-2;"7.1""";3;5.94;3.40 kg/m;60.493313
Columna;C-2;"7.1""";3;8.47;3.40 kg/m;86.323366
Columna;C-3;"3/4""";3;7.82;2.24 kg/m;52.454005
Columna;C-3;"3/4""";2;7.82;2.24 kg/m;34.968467
Columna;C-3;"3/4""";2;7.82;2.24 kg/m;34.965462
Columna;C-3;"3/4""";2;7.82;2.24 kg/m;34.967878
Columna;C-3;"3/8""";1;1.68;0.56 kg/m;0.939026
Columna;C-3;"3/8""";1;1.69;0.56 kg/m;0.944639
Columna;C-3;"3/8""";1;1.19;0.56 kg/m;0.665144
Columna;C-3;"3/8""";8;1.68;0.56 kg/m;7.512208
Columna;C-3;"3/8""";8;1.69;0.56 kg/m;7.565327
Columna;C-3;"3/8""";8;1.19;0.56 kg/m;5.321152
Columna;C-3;"3/8""";15;1.68;0.56 kg/m;14.08539
Columna;C-3;"3/8""";15;1.69;0.56 kg/m;14.169307
Columna;C-3;"3/8""";15;1.19;0.56 kg/m;9.977159
Columna;C-3;"3/8""";1;1.68;0.56 kg/m;0.939026
Columna;C-3;"3/8""";1;1.69;0.56 kg/m;0.945063
Columna;C-3;"3/8""";8;1.68;0.56 kg/m;7.512208
Columna;C-3;"3/8""";8;1.69;0.56 kg/m;7.556705
Columna;C-3;"3/8""";11;1.68;0.56 kg/m;10.329286
Columna;C-3;"3/8""";11;1.69;0.56 kg/m;10.39537
Columna;C-3;"3/8""";1;1.19;0.56 kg/m;0.665144
Columna;C-3;"3/8""";8;1.19;0.56 kg/m;5.321152
Columna;C-3;"3/8""";11;1.19;0.56 kg/m;7.316584
Columna;C-3;"3/8""";6;1.68;0.56 kg/m;5.634156
Columna;C-3;"3/8""";6;1.69;0.56 kg/m;5.673995
Columna;C-3;"3/8""";6;1.19;0.56 kg/m;3.990864
Columna;C-3;"5/8""";2;7.74;1.55 kg/m;24.024869
Columna;C-3;"5/8""";1;7.74;1.55 kg/m;12.009918
Columna;C-4;"3/4""";2;3.91;2.24 kg/m;17.49667
Columna;C-4;"3/4""";2;3.91;2.24 kg/m;17.49667
Columna;C-4;"3/8""";1;1.15;0.56 kg/m;0.642957
Columna;C-4;"3/8""";5;1.15;0.56 kg/m;3.214783
Columna;C-4;"3/8""";1;1.15;0.56 kg/m;0.642957
Columna;C-4;"3/8""";5;1.15;0.56 kg/m;3.214783
Columna;C-4;"3/8""";6;1.15;0.56 kg/m;3.857739
Columna;C-4;"3/8""";6;1.15;0.56 kg/m;3.857739
